No,Category,Job,What is,what does,Responsibilities description,Job brief,Responsibilities,Requirements
647,Marketing,Art Director,,,Generating clear ideas and concepts in tandem with the copywriter Producing sketches  storyboards  art layouts based on creative visions and ideas Understanding marketing initiatives  strategic positioning and target audience,We are looking for a creative Art Director who enjoys working in a fast paced environment and loves the challenge of discovering what makes consumers “click”. You will cooperate with a design-savvy team to devise an overall concept. The goal is to translate marketing and branding strategies into innovative and impressive campaigns that stimulate targeted audiences. ,Generate clear ideas and concepts in tandem with the copywriter Produce sketches  storyboards  roughs to visualize ideas Understand marketing initiatives  strategic positioning and target audience Cooperate with the rest of the creative team across different types of media Take work from concept to final execution within deadlines Manage and delegate responsibilities to other designers and provide directions Present completed ideas to clients/team members Stay on top of all trends and maintain best practices,Proven working experience as Art Director Hands on experience with logo design  typography  color  web layout design  print production  image selection and package design Proficient use of InDesign  Photoshop  Illustrator or other visual design and wire-framing tools Demonstrable graphic design skills with a strong portfolio Incorporate feedback and take/give direction well Team player with strong communication and presentation skills Relevant education or training
648,Marketing,Digital Marketing Executive,,,Assisting in the formulation of strategies to build a lasting digital connection with consumers Planning and monitoring the ongoing company presence on social media Launching optimized online advertisements to increase company and brand awareness,We are looking for an experienced Digital Marketing Executive to assist in the planning  execution and optimization of our online marketing efforts. The promotion of products and services through digital channels is a complex procedure with great potential which becomes increasingly useful for companies such as ours. The ideal candidate will have a passion for all things marketing and technology. You will be well-versed in the concepts surrounding digital marketing and how the Internet can become a strong asset to securing growing revenue. You will be tech-savvy and intuitive with great ideas to reinforce our marketing campaign. ,Assist in the formulation of strategies to build a lasting digital connection with consumers Plan and monitor the ongoing company presence on social media (Twitter  Facebook etc.) Launch optimized online adverts through Google Adwords  Facebook etc. to increase company and brand awareness Be actively involved in SEO efforts (keyword  image optimization etc.) Prepare online newsletters and promotional emails and organize their distribution through various channels Provide creative ideas for content marketing and update website Collaborate with designers to improve user experience Measure performance of digital marketing efforts using a variety of Web analytics tools (Google Analytics  WebTrends etc.) Acquire insight in online marketing trends and keep strategies up-to-date Maintain partnerships with media agencies and vendors,Proven experience as Digital Marketing Executive or similar role Excellent understanding of digital marketing concepts and best practices Experience with B2C social media  Google Adwords and email campaigns and SEO/SEM Working knowledge of ad serving tools (e.g.  DART  Atlas) Perfect knowledge of web analytics tools (e.g. Google Analytics  NetInsight  WebTrends etc.) Skills and experience in creative content writing Analytical mindset and critical thinking Excellent communication and interpersonal skills BSc/BA in marketing or relevant field
649,Marketing,Digital Marketing Manager,,,Planning digital marketing campaigns  including web  SEO/SEM  email  social media and display advertising Maintaining our social media presence across all digital channels Measuring and reporting on the performance of all digital marketing campaigns,If you live and breathe digital marketing  we want to talk to you. We are looking for a Digital Marketing Manager to develop  implement  track and optimize our digital marketing campaigns across all digital channels. What does a Digital Marketing Manager do? You should have a strong grasp of current marketing tools and strategies and be able to lead integrated digital marketing campaigns from concept to execution. Digital marketing managers will work with the marketing team  supporting teams (such as programmers)  and vendors to launch campaigns on time and on budget. ,Plan and execute all digital marketing  including SEO/SEM  marketing database  email  social media and display advertising campaigns Design  build and maintain our social media presence Measure and report performance of all digital marketing campaigns  and assess against goals (ROI and KPIs) Identify trends and insights  and optimize spend and performance based on the insights Brainstorm new and creative growth strategies Plan  execute  and measure experiments and conversion tests Collaborate with internal teams to create landing pages and optimize user experience Utilize strong analytical ability to evaluate end-to-end customer experience across multiple channels and customer touch points Instrument conversion points and optimize user funnels Collaborate with agencies and other vendor partners Evaluate emerging technologies. Provide thought leadership and perspective for adoption where appropriate,BS/MS degree in marketing or a related field Proven working experience in digital marketing Demonstrable experience leading and managing SEO/SEM  marketing database  email  social media and/or display advertising campaigns Highly creative with experience in identifying target audiences and devising digital campaigns that engage  inform and motivate Experience in optimizing landing pages and user funnels Experience with A/B and multivariate experiments Solid knowledge of website analytics tools (e.g.  Google Analytics  NetInsight  Omniture  WebTrends) Working knowledge of ad serving tools (e.g.  DART  Atlas) Experience in setting up and optimizing Google Adwords campaigns Working knowledge of HTML  CSS  and JavaScript development and constraints Strong analytical skills and data-driven thinking Up-to-date with the latest trends and best practices in online marketing and measurement
650,Marketing,Search Engine Marketing (SEM) Specialist,,,Executing tests  collecting and analyzing data  identifying trends and insights in order to achieve maximum ROI in paid search campaigns Tracking  reporting and analyzing website analytics  pay-per-click (PPC) initiatives and campaigns Managing campaign expenses  staying on budget  estimating monthly costs and reconciling discrepancies,We are looking for an SEM expert to manage all pay-per-click (PPC) marketing activities. The Search Engine Marketing (SEM) Specialist will manage all paid search campaigns on Google  Yahoo and Bing  as well as other search and display marketing engines. A successful SEM Specialist will effectively manage the paid search budget and work with the SEO and Marketing team in order to maximize ROI  drive traffic  and customers. ,Execute tests  collect and analyze data  identify trends and insights in order to achieve maximum ROI in paid search campaigns Track  report  and analyze website analytics and PPC initiatives and campaigns Manage campaign expenses  staying on budget  estimating monthly costs and reconciling discrepancies Optimize copy and landing pages for paid search engine marketing campaigns Perform ongoing paid keyword discovery  expansion and optimization Research and analyze competitor advertising links,Proven SEM experience and success managing PPC campaigns across Google  Yahoo and Bing Well-versed in performance marketing  conversion  and online customer acquisition Up-to-date with the latest trends and best practices in search engine marketing In-depth experience with bid management tools (e.g.  Click Equations  Marin  Kenshoo  Search Ignite) Experience with website analytics tools (e.g  Google Analytics  NetInsight  Omniture  WebTrends) Strong analytical skills and experience generating SEM reports Familiarity with A/B and multivariate experiments Working knowledge of HTML  CSS  and JavaScript development and constraints BS/MS degree in Marketing or a quantitative  test-driven field
651,Marketing,Search Engine Optimization (SEO) Specialist,,,Optimizing copy and landing pages for search engine optimization Performing ongoing keyword research including discovery and expansion of keyword opportunities Researching and implementing content recommendations for organic SEO success,We are looking for an SEO/SEM expert to manage all search engine optimization and marketing activities. You will be responsible for managing all SEO activities such as content strategy  link building and keyword strategy to increase rankings on all major search networks. You will also manage all SEM campaigns on Google  Yahoo and Bing in order to maximize ROI. ,Execute tests  collect and analyze data and results  identify trends and insights in order to achieve maximum ROI in paid search campaigns Track  report  and analyze website analytics and PPC initiatives and campaigns Manage campaign expenses  staying on budget  estimating monthly costs and reconciling discrepancies. Optimize copy and landing pages for search engine marketing Perform ongoing keyword discovery  expansion and optimization Research and implement search engine optimization recommendations Research and analyze competitor advertising links Develop and implement link building strategy Work with the development team to ensure SEO best practices are properly implemented on newly developed code Work with editorial and marketing teams to drive SEO in content creation and content programming Recommend changes to website architecture  content  linking and other factors to improve SEO positions for target keywords.,Proven SEO experience Proven SEM experience managing PPC campaigns across Google  Yahoo and Bing. Solid understanding of performance marketing  conversion  and online customer acquisition In-depth experience with website analytics tools (e.g  Google Analytics  NetInsight  Omniture  WebTrends) Experience with bid management tools (e.g.  Click Equations  Marin  Kenshoo  Search Ignite) Experience with A/B and multivariate experiments Working knowledge of HTML  CSS  and JavaScript development and constraints Knowledge of ranking factors and search engine algorithms Up-to-date with the latest trends and best practices in SEO and SEM BS/MS degree in a quantitative  test-driven field
652,Public Relations (PR),Public Relations (PR) Director,,,Setting objectives for the PR team and monitoring team members’ performance Maximizing brand presence on various channels (e.g. web  TV and social media) Cultivating and maintaining relationships with media and influential professionals,We are looking for a Public Relations (PR) Director to design and implement marketing strategies that cultivate our relationships with media  engage our target audience and boost our brand awareness. If you’re interested in leading our PR team to write effective press releases  build online communities and coordinate events  we would like to meet you. You will use your creative ideas to drive PR initiatives that’ll bring long-term success. Also  you’ll coordinate with internal teams (e.g. Marketing and Communications) to maximize brand consistency in all advertising efforts. Ultimately  you will promote and maintain a positive image of our company  while ensuring strong online and offline brand presence. ,Set objectives for the PR team and monitor team members’ performance Maximize brand presence on various channels (e.g. web  TV and social media) Cultivate and maintain relationships with media and influential professionals Arrange interviews and press releases to promote our company and its products/services Ensure brand consistency in all advertising efforts Organize PR events to increase awareness of our company Assign tasks and projects to the PR team Track and influence media coverage Report on PR campaigns’ results Manage sensitive issues to maintain company’s good reputation,Proven work experience as a Public Relations (PR) Director  PR Manager or similar role Solid experience coordinating successful PR campaigns Expertise in different social networks  including Facebook and Twitter Excellent communication and presentation skills with confidence to serve as the company’s spokesperson Creative abilities Team management skills Ability to foster long-term relationships with key professionals BSc in Marketing  Communications  Journalism or relevant field
653,Public Relations (PR),Public Relations (PR) Officer,,,Developing PR strategies and campaigns Preparing press releases  keynote speeches and promotional material Building positive relationships with stakeholders  media and the public,We are looking for a Public Relations (PR) Officer to organize and oversee PR activities and ensure effective communication with stakeholders  media and the public. As a PR Officer  you should be an organized and cool-tempered professional who is able to handle a crisis. We expect you to have a creative mind and excellent communication skills. If you are also confident in your public speaking and project management abilities  we’d like to meet you. Your goal will be to cultivate a positive company image. ,Develop PR campaigns and media relations strategies Collaborate with internal teams (e.g. marketing) and maintain open communication with senior management Edit and update promotional material and publications (brochures  videos  social media posts etc.) Prepare and distribute press releases Organize PR events (e.g. open days  press conferences) and serve as the company’s spokesperson Seek opportunities for partnerships  sponsorships and advertising Address inquiries from the media and other parties Track media coverage and follow industry trends Prepare and submit PR reports Manage PR issues,Proven experience as a Public Relations Officer or similar PR role Experience managing media relations (online  broadcast and print) Background in researching  writing and editing publications Proficient in MS Office and social media Familiarity with project management software and video/photo editing is a plus Strong communication ability (oral and written) Excellent organizational skills Ability to work well under pressure Creativity and problem-solving aptitude BSc/BA in Public Relations  Journalism  Communications or a related field
654,Public Relations (PR),Public Relations Assistant,,,Keeping calendars (editorial  press conferences  events etc.) and media lists Participating in brainstorming and planning sessions Assisting in organizing and execution of PR events  campaigns etc.,We are looking for a promising Public Relations (PR) Assistant to support our PR team with various administrative tasks. Though you’ll be holding an entry level position  your work will be instrumental in the development and execution of PR plans and strategies. Our ideal candidate will be a young and creative PR or communications graduate  brimming with potential. A fervent interest in the field partnered with good writing and research skills are very important to us. If you’re also well-organized  confident and an excellent communicator  we’d like to meet you. The goal is to facilitate the smooth running of daily operations and success of PR efforts. ,Keep calendars (editorial  press conferences  events etc.) and media lists Participate in brainstorming and planning sessions Assist in organizing and execution of events  campaigns etc. Conduct research to support PR planning Draft and distribute content such as newsletters and releases Edit videos and presentations as assigned Support relations with stakeholders  media  vendors etc. Assist in tracking media coverage or PR metrics (e.g. web analytics) Invent ways to streamline communication and plan execution Undertake general administrative and clerical duties,Proven experience as PR assistant or similar position Understanding of PR and marketing concepts and practices Willingness to follow industry trends and current methods Knowledge of video production and editing Computer savvy; working knowledge of databases and design software (e.g. Photoshop) is a plus Excellent communication and writing skills Well-organized  able to work with deadlines An analytical mind with attention to detail Outgoing and confident BSc/BA in public relations  communications or relevant field
655,Public Relations (PR),Communications Specialist,,,Developing effective corporate communication strategies Managing internal communications (memos  newsletters etc.) Drafting content (e.g. press releases) for mass media or company website,We are looking for an enthusiastic Communications Specialist to manage our external and internal communications. You will promote a positive public image and control the dissemination of information on our company’s behalf. Phenomenal communication and copywriting skills make a strong communications specialist. Experience in corporate communications and project management are important qualities too. Your enthusiasm and positive attitude will help you gain the trust of colleagues and external parties alike. ,Develop effective corporate communication strategies Manage internal communications (memos  newsletters etc.) Draft content (e.g. press releases) for mass media or company website Organize initiatives and plan events or press conferences Liaise with media and handle requests for interviews  statements etc. Foster relationships with advocates and key persons Collaborate with marketing professionals to produce copy for advertisements or articles Perform “damage control” in cases of bad publicity Facilitate the resolution of disputes with the public or external vendors Assist in communication of strategies or messages from senior leadership,Proven experience as communications specialist Experience in web design and content production is a plus Experience in copywriting and editing Solid understanding of project management principles Working knowledge of MS Office; photo and video-editing software is an asset Excellent communication (oral and written) and presentation skills Outstanding organizational and planning abilities Proficient command of English BSc/BA in public relations  communications or relevant field
656,Public Relations (PR),PR Executive,,,Devising creative public relations strategies that fit company profile Developing effective PR plans using appropriate strategies and tactics Organizing and coordinating PR activities,We are looking for an enthusiastic Public Relations (PR) Executive to manage the relationships between a company and external parties. You will be the one to project the “face” of the company and will be instrumental in enhancing its popularity and trustworthiness. An excellent PR Executive is  above all  an exceptional communicator. They possess creativity and knowledge of different tactics to identify and engage the appropriate target audience. The goal is to build a strong communications network around the company that will ensure good relationship with the general public and rising awareness of the company and its brand. ,Devise creative public relations strategies that fit company profile Develop effective PR plans using appropriate strategies and tactics Organize and coordinate PR activities Use a variety of channels (TV  press  internet etc.) to maximize company exposure Liaise with marketing professionals to ensure consistency in promoting corporate image Arrange for interviews or public speaking events and construct press releases Advise company on handling sensitive public issues to preserve reputation Assess opportunities for sponsorships and other partnerships and manage relations Analyze results of PR campaigns or efforts and prepare reports,Proven experience as public relations executive or similar role Proven experience in coordinating and managing effective PR campaigns through various channels Solid knowledge of social media (blogs  Facebook  Twitter  etc.) Excellent communication and presentation skills; comfortable as a public speaker Ability to build strong relationships with key people or organizations A creative mind partnered with the ability to find the best practical solutions BSc/BA in PR  marketing or similar field
657,Public Relations (PR),Public Relations Intern,,,Fully supporting company’s PR strategy and executing it in different phases Creating and curating engaging content Communicating and building relationships with current or prospect clients,We are seeking a Public Relations Intern  who is full of creative ideas and eager to contribute on a large scale. The intern will gain visibility into the inner workings and aspects of the public relations field  provide concrete deliverables and learn from top to bottom. When the internship is completed you will be ready to enter any fast paced PR firm. ,Fully support company’s PR strategy and execute it in different phases Create and curate engaging content Communicate and build relationships with current or prospect clients Effectively utilize company’s social media and blogs Create and distribute press releases Assist in administrative duties Build and update media lists and databases Schedule  coordinate and attend various events Perform research and market analysis activities,Strong desire to learn along with professional drive Solid understanding of the different social networks Excellent verbal and written communication skills Efficiency at MS Office Passion for the PR industry and its best practices Current enrollment in a related BS or Masters university/college
658,Public Relations (PR),Public Relations Specialist,,,Formulating PR plans and strategies Enhancing the company’s voice and presence through online and offline channels Managing media relations and requests,We are looking for a competent Public Relations (PR) Specialist to shape and protect our corporate image in ways that promote our business  values and mission. You’ll be responsible for maintaining media relations and collaborating with marketing teams in promotional activities. We expect to see candidates who can impress us with their copywriting and presentation skills. We’ll be on the lookout for experience in corporate communications  project management and social media. Throw a lot of enthusiasm and a pleasant personality into the mix and you’ll be our ideal candidate. The goal is to maintain positive public awareness of the company and its brand. ,Formulate PR plans and strategies Enhance the company’s voice and presence through online and offline channels Manage media relations and requests Write press releases  speeches and other PR copy Plan and supervise events  fairs  conferences etc. Support the implementation of promotional plans Present solutions in times of PR crisis Facilitate the resolution of disputes with the public or external vendors Lead survey initiatives and analyze public opinion,Proven experience as public relations specialist or similar position Experience in project management and execution of PR campaigns and/or initiatives Experience in copywriting and editing Working knowledge of MS Office; photo and video-editing software is an asset Familiarity with social media platforms (Twitter  Facebook etc.) Excellent oral and written communication skills Aptitude in presentation and public speaking Proficiency in English A creative yet practical mind BSc/BA in PR  communications  journalism or relevant field
659,Public Relations (PR),Public Relations Manager,,,Coordinating all public relations activities Developing a marketing communications plan including strategy  goals  budget and tactics Developing a media relations strategy  seeking high-level placements in print  broadcast and online media,We are seeking a Public Relations Manager (PR Manager) to nurture a strong industry network  increase awareness and develop an enviable corporate image by developing and executing effective communication and media relations programs. ,Develop a marketing communications plan including strategy  goals  budget and tactics Develop media relations strategy  seeking high-level placements in print  broadcast and online media Coordinate all public relations activities Direct social media team to engage audiences across traditional and new media Leverage existing media relationships and cultivate new contacts within business and industry media Manage media inquiries and interview requests Create content for press releases  byline articles and keynote presentations Monitor  analyze and communicate PR results on a quarterly basis Evaluate opportunities for partnerships  sponsorships and advertising on an on-going basis. Build relationships with thought leaders to grow industry awareness Maintain a keen understanding of industry trends affecting clients and make appropriate recommendations regarding communication strategy surrounding them,Proven working experience in public relations required Proven track record designing and executing successful public relations campaigns at both a local and national level Strong relationships with both local and national business and industry media outlets Experience in acting as a company spokesperson; comfortable and skilled in both broadcast and print media interviews Exceptional writing and editing skills Solid experience with social media including blogs  Facebook  Twitter  etc. Event planning experience BA/MA degree in Marketing  Advertising  Communications or a related discipline
660,Media,Movie Makeup Artist,,,Coordinating with the film director and the lighting technicians to get briefed on character descriptions and shooting conditions Sketching makeup looks for all actors Calculating the time required for makeup and informing actors and director in advance,We are looking for a Movie Makeup Artist to create unique looks for our cast during film shootings. Movie Makeup Artist responsibilities include designing each character’s look  applying makeup products on actors’ faces and bodies and using prosthetics to create special makeup effects. If you’re detail-oriented and well-versed in complex makeup techniques  we’d like to meet you. Please include a photo portfolio of any previous works along with your application. Ultimately  you will ensure our actors look flawless on screen with makeup that brings their characters to life. ,Coordinate with the film director and lighting technicians to get briefed on character descriptions and shooting conditions Sketch makeup looks for all actors  based on character descriptions Calculate the time required for makeup and inform actors and director in advance Apply long-lasting and waterproof cosmetics on actors’ faces and bodies Create special makeup effects using prosthetics and latex masks Coordinate with costume designers and hairstylists to create cohesive looks Inform the production team about tools and products needed Ensure makeup style is consistent during the entire shooting of the film Cover scars and tattoos  as needed Help actors remove makeup and prosthetics Store makeup products and tools safely,Proven work experience as a Makeup Artist in film productions or TV shows Portfolio with some work samples Knowledge of a wide range of professional cosmetic lines Experience with various makeup styles  like period  contemporary  natural and horror Understanding of makeup requirements for film characters (e.g. sculpting techniques and FX prosthetics) Good time-management skills Impeccable attention to detail Flexibility to work long hours during shooting days Availability to travel  as needed Certification in Cosmetology  Makeup or relevant field
661,Media,Photoshoot Stylist,,,Creating unique looks from head to toe Picking fashionable outfits  shoes and accessories Coordinating with photographers  models and hair and makeup artists for specific projects,We are looking for a Photoshoot Stylist to coordinate fashion photoshoots  from choosing outfits to staging photo-shooting areas. Photoshoot Stylist responsibilities include liaising with fashion designers to buy or borrow their fashion items  picking unique locations and creating eye-catching looks for each photoshoot. If you’re genuinely interested in fashion  have styling experience and know how to develop innovative looks for all body types  we’d like to meet you. Ultimately  you will ensure we produce artistic and commercial photos that sell our products and convey our messages. ,Create unique looks from head to toe Pick fashionable outfits  shoes and accessories Coordinate with photographers  models and hair and makeup artists for specific projects Research and recommend locations for each photoshoot Prepare photoshoot areas using appropriate props Adjust lighting  angle and model position to present each outfit in the best way Ensure that the final result is within quality standards and aligns with the scope of the project Return all borrowed items in a good condition Develop and maintain good relationships with fashion industry professionals  including designers  photographers  editors and retailers,Work experience as a Photoshoot Stylist  Fashion Stylist or similar role Portfolio of previously created styles for photoshoots or catalogues is a plus Ability to style entire looks in a creative  forward-thinking way Up-to-date with the latest fashion trends in clothes  shoes  accessories and makeup Familiar with a wide range of brands and designers Excellent organizational skills Availability to work long hours during photoshoot days Flexibility to travel  as needed Degree in Fashion Design  Photography or relevant field
662,Media,Fashion Copywriter,,,Writing  editing and publishing articles about fashion Presenting new products (e.g. outfits  accessories and makeup items) Researching latest trends and audience preferences,We are looking for a Fashion Copywriter to create and publish engaging articles about beauty and fashion-specific topics. Fashion Copywriter responsibilities include writing product descriptions  researching fashion trends and networking with industry professionals (e.g. photographers and designers.) If you have good web content writing skills and have experience working in the fashion industry  we’d like to meet you. Ultimately  you will ensure we provide up-to-date and informative fashion news to our audience. ,Write  edit and publish articles about fashion Present new products (e.g. outfits  accessories and makeup items) Research latest trends and audience’s preferences Oversee layout before publication Interview industry experts  like designers and models Liaise with photographers to ensure all articles include appealing pictures Recommend new topics to the editor-in-chief Attend fashion shows and visit retail stores Promote articles on social media,Work experience as a Fashion Copywriter  Content Writer or similar role Previous experience in the fashion industry Solid web content writing skills Hands-on experience with Content Management Systems (e.g. WordPress) Understanding of web analytics Familiarity with social media Creativity Attention to detail BSc in Communications  Marketing  Fashion Design or relevant field
663,Media,Content Writer,,,Researching industry-related topics (combining online sources  interviews and studies) Writing clear marketing copy to promote our products/services Preparing well-structured drafts using Content Management Systems,We are looking for a Content Writer to join our editorial team and enrich our websites with new blog posts  guides and marketing copy. Content Writer responsibilities include conducting thorough research on industry-related topics  generating ideas for new content types and proofreading articles before publication. If you’re familiar with producing online content and have an eye for detail  we’d like to meet you. Feel free to share samples of your work or portfolio of your published articles  along with your application. Ultimately  you’ll deliver quality writing pieces that appeal to our audiences  attract customers and boost brand awareness. ,Research industry-related topics (combining online sources  interviews and studies) Write clear marketing copy to promote our products/services Prepare well-structured drafts using Content Management Systems Proofread and edit blog posts before publication Submit work to editors for input and approval Coordinate with marketing and design teams to illustrate articles Conduct simple keyword research and use SEO guidelines to increase web traffic Promote content on social media Identify customers’ needs and gaps in our content and recommend new topics Ensure all-around consistency (style  fonts  images and tone) Update website content as needed,Proven work experience as a Content Writer  Copywriter or similar role Portfolio of published articles Experience doing research using multiple sources Familiarity with web publications Excellent writing and editing skills in English Hands-on experience with Content Management Systems (e.g. WordPress) Ability to meet deadlines BSc in Marketing  English  Journalism or related field
664,Media,Copywriter,,,Writing clear  compelling copy for various mediums (e.g. ads  blog posts  newsletters) Conducting thorough research and interviews Working with creative professionals to build marketing projects and campaigns,We are looking for a creative Copywriter to write clear and concise copy for ads  publications and websites. Your words will inform and engage target audiences. Our ideal candidate is a team-spirited  skilled and imaginative writer with an eye for detail. If you can grasp project requirements quickly and offer valuable insight  we’d like to meet you. Submit up to three writing samples  so we can get an idea of your best work. Feel free to include links to your content or portfolio in your application. ,Write clear  attractive copy with a distinct voice Interpret copywriting briefs to understand project requirements Collaborate with designers  PR and other professionals on large- and small-scale marketing projects (e.g. email campaigns and landing pages) Conduct high-quality research and interviews Edit and proofread copy as needed Use SEO principles to maximize copy’s reach Source images and other content,Proven experience as a copywriter or related role Knowledge of online content strategy and creation Excellent writing  editing and proofreading skills Experience with SEO Strong research skills Creativity Collaborative spirit Excellent time-management and organizational skills BSc/BA in marketing  English  journalism or related field
665,Media,Digital Editor,,,Collaborating with staff to brainstorm content topics Delegating assignments to in-house team members and freelancers Supervising contributors to ensure deadlines are met,We are looking for a passionate digital editor to create an engaging web presence. As a digital editor  you will be responsible for taking consumer-targeted web content from concept to publication by overseeing a diverse team of staff and freelance contributors. Ultimately  you should be able to maintain quality and consistency across media types and web platforms and drive increased traffic and brand visibility. ,Collaborate with staff to brainstorm content topics Delegate assignments to in-house team members and freelancers Supervise contributors to ensure deadlines are met Check all pieces for accuracy and cohesiveness Edit content using appropriate software Improve content by adding music  sound  film or artwork Ensure all published content meets quality standards Monitor and report on web presence and traffic Keep track of developments in digital technology,Proven work experience as a digital editor Digital editing skills with an exceptional portfolio of published work Solid experience with digital technology and editing software packages (e.g. Avid Media Composer  Lightworks  Premiere  After Effects or Final Cut Pro) Familiarity with special effects  3D and compositing Creative mind Attention to detail Communication skills BSc degree in digital editing  video production or related field
666,Media,Staff Writer,,,Performing research on different topics Analyzing and interpreting findings by breaking down data Uncovering newsworthy stories,We are looking for an enthusiastic staff writer to join our editorial team. You will work closely with the editor-in-chief  reporters and freelancers. As a staff writer  you should be able to perform thorough research on various topics and have a keen eye for detail. Ultimately  you should be able to deliver good quality content like news posts  reviews and features. ,Perform research on different topics Analyze and interpret findings by breaking down data Uncover newsworthy stories Interview key people (witnesses  sources etc.) Write content with readers needs in mind Ensure your pieces are accurate and objective Establish contacts and sources to use in future research Maintain notes in written or electronic form Contribute to content idea generation for publication Stay up-to-date with local  national and international affairs,Proven work experience as a staff writer or reporter Demonstrable portfolio of published articles Computer proficiency (MS Office  digital editing  web search and databases) Excellent writing skills in English Ability to follow strict deadlines and fact-check information Good observation skills Broad knowledge of headlines BSc degree in journalism  communications or relevant field
667,Media,Assistant Editor,,,Collaborating with the editor-in-chief to research and plan new articles Commissioning articles Liaising with team members (e.g. writers  reporters and photographers) ensuring deadlines are met,We are looking for an enthusiastic assistant editor to join our team and participate in all stages of the publication process. As an assistant editor you will support the editor-in-chief to administer  plan and produce various publications. Ultimately  you should be able to deliver exceptional and informative content to  meet audience preferences. ,Collaborate with the editor-in-chief to research and plan new articles Commission articles Liaise with team members (e.g. writers  reporters and photographers) ensuring deadlines are met Write and edit pieces Proofread and check articles for accuracy Suggest possible sources and improvements for pieces Choose supporting material  like images and illustrations Follow current events and developments and suggest original ideas Use social media and SEO to draw attention to articles Provide administrative support to the editor-in-chief,Proven work experience as an assistant editor Strong writing and proofreading skills Experience with MS Office  InDesign  or other publishing tools Familiarity with SEO and social media platforms Proficiency in English Attention to detail Excellent communication skills Ability to prioritize and multitask BSc degree in journalism  communications or related field
668,Media,News Producer,,,Gathering information  stories and pieces from team members throughout the day. Collaborating with news director to select and prioritize content Adding stories and elements that will make the broadcast more attractive,We are looking for an experienced news producer to manage newscasts from start to finish  overseeing both editorial content of the news and how that news is produced and presented to the public. As a news producer  you will collaborate with news director  reporters and anchors and will supervise the overall content and flow of news distribution. Ultimately  you should be able to ensure newscasts are executed cleanly on air  are relevant to current events and meet audience preferences. ,Gather information  stories and pieces from team members throughout the day. Collaborate with news director to select and prioritize content Add stories and elements that will make the broadcast more attractive Select footage and sound bites to include in broadcast to ensure consistency Liaise with the production team to keep technical standards high Communicate with the studio crew and anchors while on-air Ensure broadcast is within time limits Produce breaking news reports Coordinate with creative department to develop promotion strategies for upcoming newscasts Perform research on local  national and international affairs to stay updated with current events,Proven work experience as a news producer Solid experience with digital technology In-depth understanding of the production process Familiarity with camera operation  sound systems and music editing Ability to proofread and edit pieces Excellent organizational and time management skills Communication skills Ability to perform efficiently under pressure BSc degree in journalism  mass communications or relevant field
669,Media,Web Editor,,,Producing and publishing new content in a creative way Liaising with clients and in-house team members to decide on new posts Overseeing layout (images  graphics  videos and artwork),We are looking for a passionate web editor to research  plan  write and edit web content. The successful candidate should be a skilled writer and researcher  with an eye for detail and an understanding of the special requirements of web writing. The goal is to produce creative web content to appeal to our audience. ,Produce and publish new content in a creative way Liaise with clients and in-house team members to decide on new posts Oversee layout (images  graphics  videos and artwork) Check content for accuracy Proofread and edit material Collaborate with professionals (e.g. web designers  marketing executives and photographers) to improve article presentation Use SEO and social media Ensure content is up-to-date Comply with copyright and privacy regulations Monitor website’s traffic to measure popularity Keep track of developments in web technology,Proven work experience as a web editor Editing skills with a demonstrable portfolio of published work Hands on experience with MS Office  InDesign  Photoshop or other publishing tools In-depth knowledge of SEO Familiarity with content management systems Excellent writing skills in English Attention to detail Creative mind BSc in journalism  communications or related field
670,Media,News Anchor,,,Researching local community  state  national and international current events Meeting with the news director  reporters and other news anchors to be briefed on the day’s news Collaborating with the news director to choose stories to broadcast considering audience preferences,We are looking for an enthusiastic news anchor to join our team and participate in the creative cycle of news broadcast. As a news anchor  you will work closely with reporters and will be responsible for gathering information  broadcasting newscasts throughout the day and interviewing guests. Ultimately  you should be able to follow current events and present news stories to audiences in an informative interesting and unbiased way. ,Research local community  state  national and international current events Meet with the news director  reporters and other news anchors to be briefed on the day’s news Collaborate with the news director to choose stories to broadcast considering audience preferences Organize the news to present the most interesting pieces first Revise scripts and prepare to deliver them on-air Ensure late-breaking news is added to newscasts Engage in commentary Interview guests and other members involved in particular stories Introduce news correspondents reporting on scene and ask them relevant questions Comply with the moral code of the journalistic profession Keep abreast of news developments by studying papers  attending events  etc. Stay in contact with industry professionals,Proven work experience as a news anchor Understanding of the newscast process Broad knowledge of local  national and international affairs (e.g. political  economic  legislative and cultural) Comfortable yet professional presence on camera Ability to improvise in a live on-camera setting Excellent verbal skills Effective communication and interpersonal skills Available to work on a flexible schedule Ability to work under stressful conditions and strict deadlines Active social media presence BSc degree in journalism  communications or relevant field
